player_id,player,team,pos,gp,min,pts,reb,ast,stl,blk,fgm,fga,fg3m,ftm,tov,fpts
1631243,Mouhamed Gueye,ATL,Forward,33,16.1,6.0,4.2,0.8,0.8,1.0,2.2,5.2,0.6,1.0,0.5,21.96
1631115,Orlando Robinson,TOR,Center,44,17.5,6.9,5.0,1.8,0.4,0.4,2.6,5.9,0.4,1.2,1.1,21.95
1631218,Trayce Jackson-Davis,GSW,Forward,62,15.6,6.6,5.0,1.7,0.4,0.6,2.8,4.9,0.0,1.0,0.7,21.9
1631217,Moussa Diabaté,CHA,Forward,71,17.5,5.7,6.2,0.8,0.6,0.6,2.4,3.9,0.0,1.0,0.9,21.81
1641733,Nick Smith Jr.,CHA,Guard,60,22.8,9.9,2.1,2.4,0.3,0.1,3.7,9.5,1.7,0.7,1.4,21.78
1631197,Jared Rhoden,TOR,Guard,14,16.2,8.4,3.0,1.1,0.7,0.1,3.0,6.2,0.9,1.6,0.6,21.75
203957,Danté Exum,DAL,Guard,20,18.6,8.7,1.7,2.8,0.6,0.2,3.2,6.7,1.2,1.2,1.1,21.66
1642368,N'Faly Dante,HOU,Center,4,12.7,6.0,5.3,0.5,0.3,1.3,2.5,3.3,0.0,1.0,0.5,21.59
1626168,Trey Lyles,SAC,Forward,69,19.6,6.5,4.6,1.2,0.6,0.3,2.3,5.4,1.2,0.8,0.6,21.53
1641878,Damion Baugh,CHA,Guard,15,24.7,7.3,3.3,3.7,1.0,0.1,2.8,8.7,0.8,0.9,2.1,21.51
1628380,Zach Collins,CHI,Forward-Center,64,15.3,6.4,4.5,1.7,0.5,0.5,2.4,4.7,0.5,1.1,0.9,21.38
1628371,Jonathan Isaac,ORL,Forward,71,15.4,5.4,4.4,0.6,0.9,1.1,1.9,4.6,0.5,1.0,0.5,21.34
1630625,Dalano Banton,POR,Forward,67,16.7,8.3,2.0,2.4,0.6,0.5,3.0,7.6,1.1,1.4,1.3,21.33
1629004,Svi Mykhailiuk,UTA,Guard-Forward,38,20.0,8.8,2.4,2.0,0.5,0.2,3.1,7.9,1.8,0.7,1.4,21.22
1629312,Haywood Highsmith,MIA,Forward,74,24.6,6.5,3.4,1.5,0.9,0.5,2.4,5.3,1.2,0.4,0.7,21.14
1629006,Josh Okogie,CHA,Guard,40,15.6,7.1,2.8,0.8,1.2,0.5,2.4,5.3,0.8,1.6,0.8,21.13
203901,Elfrid Payton,NOP,Guard,24,21.3,3.5,3.3,6.9,1.0,0.5,1.7,5.1,0.0,0.2,2.5,21.06
1629611,Terance Mann,ATL,Guard-Forward,67,21.1,7.7,3.0,1.8,0.7,0.2,3.1,6.2,0.9,0.7,0.7,20.91
1631124,Julian Strawther,DEN,Guard,65,21.3,9.0,2.2,1.3,0.6,0.2,3.2,7.5,1.4,1.1,0.9,20.9
1642261,Dalton Knecht,LAL,Forward,78,19.2,9.1,2.8,0.8,0.3,0.1,3.3,7.1,1.6,0.8,0.5,20.83
1630182,Josh Green,CHA,Guard,68,27.8,7.4,2.5,1.6,1.1,0.2,2.6,6.2,1.4,0.7,1.0,20.81
1626172,Kevon Looney,GSW,Forward,76,15.0,4.5,6.1,1.6,0.6,0.5,1.9,3.7,0.0,0.7,0.5,20.66
202687,Bismack Biyombo,SAS,Center,28,18.8,5.1,5.6,1.1,0.6,0.8,2.4,4.1,0.0,0.4,1.0,20.63
203486,Mason Plumlee,PHX,Forward-Center,74,17.6,4.5,6.1,1.8,0.4,0.6,1.7,2.7,0.0,1.1,0.8,20.61
1630696,Dru Smith,MIA,Guard,14,19.2,6.2,2.6,1.6,1.5,0.4,2.2,4.4,1.1,0.6,1.2,20.52
203937,Kyle Anderson,MIA,Forward-Guard,61,16.4,5.9,3.4,2.4,0.7,0.5,2.3,5.0,0.4,0.8,0.6,20.45
1630526,Jeremiah Robinson-Earl,NOP,Forward,66,18.8,6.3,4.8,1.3,0.6,0.1,2.4,5.3,0.8,0.7,0.8,20.44
1642346,Ryan Dunn,PHX,Forward,74,19.1,6.9,3.6,0.8,0.6,0.5,2.8,6.4,1.1,0.3,0.5,20.37
1630314,Brandon Williams,DAL,Guard,33,14.8,8.3,1.8,2.3,0.7,0.2,3.0,5.7,0.7,1.7,1.2,20.31
1629669,Jaylen Nowell,WAS,Guard,8,21.0,8.4,2.5,2.3,0.1,0.5,3.3,9.1,1.0,0.9,1.0,20.28
1629731,Dean Wade,CLE,Forward-Center,59,21.2,5.4,4.2,1.3,0.7,0.3,1.9,4.6,1.4,0.3,0.4,20.26
1631260,AJ Green,MIL,Guard,73,22.7,7.4,2.4,1.5,0.5,0.1,2.5,5.8,2.1,0.3,0.5,20.14
1642347,Jamal Shead,TOR,Guard,75,19.6,7.1,1.5,4.2,0.8,0.1,2.7,6.7,1.0,0.7,1.6,20.11
1630241,Sam Merrill,CLE,Guard,71,19.7,7.2,2.2,1.5,0.7,0.2,2.4,6.0,1.9,0.4,0.5,20.1
1629726,Garrison Mathews,ATL,Guard,47,17.6,7.5,1.9,1.3,0.6,0.3,2.2,5.5,1.8,1.4,0.7,20.05
1630692,Jordan Goodwin,LAL,Guard,29,18.7,5.6,3.9,1.4,1.0,0.4,2.2,5.0,0.9,0.3,0.9,19.7
1630585,Marcus Garrett,CHA,Guard,4,19.8,7.0,1.5,3.3,0.8,0.5,2.8,6.8,0.8,0.8,1.5,19.69
1631246,Vince Williams Jr.,MEM,Guard,27,18.5,6.6,3.6,2.0,0.4,0.3,2.5,6.2,1.0,0.7,1.2,19.54
202692,Alec Burks,MIA,Guard,49,17.6,7.3,2.5,1.1,0.6,0.1,2.3,5.5,1.8,0.8,0.6,19.5
1628418,Thomas Bryant,IND,Center-Forward,66,14.6,6.5,3.8,0.8,0.4,0.6,2.5,4.9,0.7,0.8,0.5,19.48
1642275,Tidjane Salaün,CHA,Forward,60,20.7,5.9,4.7,1.2,0.5,0.2,1.9,5.8,1.0,1.1,1.0,19.44
1641783,Tristan da Silva,ORL,Forward,74,22.0,7.2,3.3,1.5,0.4,0.2,2.7,6.5,1.1,0.7,0.8,19.4
1641772,Nae'Qwan Tomlin,CLE,Forward,5,12.7,7.2,4.2,0.4,0.0,0.2,2.6,6.4,0.4,1.6,0.4,19.32
1641737,Adem Bona,PHI,Forward,58,15.6,5.8,4.2,0.5,0.4,1.2,2.3,3.3,0.0,1.2,1.1,19.23
1631221,Collin Gillespie,PHX,Guard,33,14.0,5.9,2.4,2.4,0.6,0.2,2.1,4.8,1.2,0.6,0.5,19.12
1629610,DaQuan Jeffries,CHA,Guard-Forward,47,22.8,6.7,2.9,1.1,0.6,0.5,2.5,6.2,1.2,0.5,0.7,19.11
1641741,Ricky Council IV,PHI,Guard,73,17.1,7.3,2.9,1.3,0.4,0.2,2.4,6.3,0.8,1.7,0.7,19.1
1629026,Kenrich Williams,OKC,Guard-Forward,69,16.4,6.3,3.5,1.4,0.6,0.1,2.5,5.1,1.0,0.4,0.6,18.95
1631199,Ron Harper Jr.,DET,Guard-Forward,1,17.0,4.0,7.0,2.0,0.0,0.0,1.0,8.0,0.0,2.0,0.0,18.9
1626166,Cameron Payne,NYK,Guard,72,15.1,6.9,1.4,2.8,0.5,0.2,2.5,6.2,1.3,0.7,0.7,18.81
1627780,Gary Payton II,GSW,Guard,62,15.0,6.5,3.0,1.3,0.8,0.3,2.8,4.8,0.5,0.4,0.6,18.59
1630643,Jay Huff,MEM,Center,64,11.7,6.9,2.0,0.6,0.3,0.9,2.5,4.8,1.3,0.7,0.5,18.49
1642419,Jamison Battle,TOR,Forward,59,17.7,7.1,2.7,0.9,0.3,0.2,2.5,5.9,1.8,0.3,0.5,18.47
1629626,Bol Bol,PHX,Center-Forward,36,12.5,6.8,2.9,0.6,0.3,0.7,2.7,5.1,0.9,0.6,0.6,18.44
1641716,Jarace Walker,IND,Forward,75,15.8,6.1,3.1,1.5,0.7,0.3,2.3,4.8,1.0,0.6,1.0,18.44
1641720,Jalen Hood-Schifino,PHI,Guard,15,21.0,7.1,1.8,2.5,0.3,0.5,2.5,6.5,0.9,1.2,1.2,18.35
1630702,Jaden Hardy,DAL,Guard,57,15.9,8.7,1.6,1.4,0.5,0.1,3.2,7.3,1.3,1.1,1.4,18.34
201567,Kevin Love,MIA,Forward-Center,23,10.9,5.3,4.1,1.0,0.7,0.2,1.8,5.0,1.0,0.7,0.6,18.25
1642358,AJ Johnson,WAS,Guard,29,22.0,7.6,2.0,2.6,0.4,0.1,2.8,7.3,0.8,1.1,1.2,18.24
1629020,Jarred Vanderbilt,LAL,Forward,36,16.1,4.1,5.1,1.1,1.0,0.3,1.6,3.4,0.3,0.6,0.8,18.22
1630623,Tyson Etienne,BKN,Guard,7,21.6,7.9,1.3,1.7,0.4,0.1,2.4,7.4,1.9,1.1,1.1,18.07
1641713,GG Jackson,MEM,Forward,29,15.8,7.2,3.2,1.0,0.4,0.2,2.6,6.9,1.1,1.0,1.1,18.07
1629750,Javonte Green,CLE,Guard,68,18.5,5.1,3.2,0.8,1.0,0.5,1.8,4.2,0.7,0.8,0.5,18.01
1630288,Jeff Dowtin Jr.,PHI,Guard,41,15.1,7.0,1.5,1.9,0.6,0.3,2.7,5.6,0.7,0.8,0.4,17.98
1630572,Sandro Mamukelashvili,SAS,Forward-Center,61,11.2,6.3,3.1,0.8,0.4,0.3,2.3,4.6,1.0,0.7,0.4,17.98
201569,Eric Gordon,PHI,Guard,39,19.7,6.8,1.2,1.7,0.7,0.3,2.2,5.2,1.4,0.9,0.7,17.96
1631157,Ryan Rollins,MIL,Guard,56,14.6,6.2,1.9,1.9,0.8,0.3,2.4,4.8,0.9,0.6,0.9,17.82
1630811,Keaton Wallace,ATL,Guard,31,16.2,5.4,1.6,2.6,0.9,0.3,2.1,5.2,0.9,0.4,1.1,17.64
1630171,Isaac Okoro,CLE,Forward-Guard,55,19.1,6.1,2.4,1.2,0.6,0.3,2.3,4.9,1.0,0.6,0.4,17.52
1628964,Mo Bamba,NOP,Center,32,12.9,4.3,4.5,0.6,0.3,1.0,1.6,3.5,0.5,0.6,0.6,17.45
1628464,Daniel Theis,NOP,Forward-Center,38,16.3,4.3,4.3,1.6,0.5,0.5,1.6,3.4,0.2,0.8,0.7,17.42
203500,Steven Adams,HOU,Center,58,13.7,3.9,5.6,1.1,0.4,0.5,1.6,2.9,0.0,0.7,0.9,17.41
1642024,Alex Reese,PHI,Forward-Center,15,14.4,5.1,3.1,0.3,0.7,0.7,1.7,3.6,1.0,0.6,0.4,17.38
1630231,KJ Martin,UTA,Forward,43,21.2,6.4,2.9,1.1,0.4,0.5,2.6,4.7,0.3,0.9,0.6,17.36
203995,Vasilije Micic,PHX,Guard,41,19.1,6.6,2.2,3.1,0.4,0.0,2.3,6.7,1.1,0.8,1.9,17.04
1641767,Ben Sheppard,IND,Guard,63,19.5,5.3,2.8,1.3,0.6,0.2,1.9,4.6,1.1,0.4,0.3,16.98
1642349,Ajay Mitchell,OKC,Guard,36,16.6,6.5,1.9,1.8,0.7,0.1,2.5,5.1,0.6,0.8,0.8,16.94
1631204,Marcus Sasser,DET,Guard,57,14.2,6.6,1.2,2.3,0.6,0.1,2.4,5.2,1.0,0.8,0.9,16.89
1631301,Jaylen Sims,CHA,Guard,6,18.6,7.0,1.0,2.0,0.5,0.2,2.0,4.7,1.0,2.0,1.3,16.71
1629216,Gabe Vincent,LAL,Guard,72,21.2,6.4,1.3,1.4,0.7,0.2,2.3,5.8,1.5,0.2,0.6,16.59
1630658,Colin Castleton,TOR,Center,26,16.6,4.7,4.7,1.1,0.3,0.4,1.8,3.8,0.1,1.1,0.9,16.49
1631245,Quenton Jackson,IND,Guard,28,13.6,5.8,1.6,1.9,0.8,0.2,2.1,4.4,0.5,1.1,0.6,16.47
200768,Kyle Lowry,PHI,Guard,35,18.8,3.9,1.9,2.7,0.9,0.3,1.2,3.3,0.8,0.8,0.6,16.44
1629646,Charles Bassey,SAS,Center-Forward,36,10.4,4.4,4.2,0.5,0.4,0.8,1.9,3.3,0.0,0.6,0.6,16.41
1641842,Ronald Holland II,DET,Forward,81,15.6,6.4,2.7,1.0,0.6,0.2,2.4,5.1,0.4,1.1,0.9,16.28
1631323,Simone Fontecchio,DET,Forward,75,16.5,5.9,2.9,0.9,0.4,0.2,2.0,5.0,1.0,0.9,0.7,16.25
201599,DeAndre Jordan,DEN,Center,56,12.3,3.7,5.1,0.9,0.3,0.5,1.6,2.5,0.0,0.5,0.7,16.05
1629674,Neemias Queta,BOS,Center,62,13.9,5.0,3.8,0.7,0.3,0.7,2.1,3.3,0.0,0.7,0.6,15.99
1630695,Micah Potter,UTA,Center,38,18.6,4.3,4.3,0.8,0.4,0.4,1.5,3.6,0.8,0.4,0.8,15.93
201587,Nicolas Batum,LAC,Guard-Forward,78,17.5,4.0,2.8,1.1,0.7,0.5,1.3,3.1,1.1,0.2,0.4,15.93
1629659,Talen Horton-Tucker,CHI,Guard,58,12.5,6.5,1.7,1.4,0.4,0.2,2.3,5.0,0.7,1.2,0.7,15.8
1630538,Bones Hyland,MIN,Guard,24,9.9,6.2,1.0,1.3,0.8,0.2,2.0,4.9,1.3,1.0,1.0,15.77
1631133,Jabari Walker,POR,Forward,60,12.5,5.2,3.5,0.6,0.6,0.1,2.0,3.8,0.5,0.8,0.6,15.71
1626192,Pat Connaughton,MIL,Guard,41,14.7,5.3,2.7,1.7,0.2,0.3,2.0,4.3,0.6,0.6,0.6,15.62
1641810,Antonio Reeves,NOP,Guard,44,15.0,6.9,1.4,0.9,0.5,0.1,2.6,5.6,1.2,0.6,0.7,15.58
1631306,Cole Swider,IND,Forward,10,17.0,5.9,2.7,0.3,0.4,0.2,2.2,6.3,1.5,0.0,0.4,15.54
203552,Seth Curry,CHA,Guard,68,15.6,6.5,1.7,0.9,0.4,0.1,2.4,5.0,1.2,0.5,0.5,15.45
1629650,Moses Brown,DAL,Center,13,9.1,5.8,3.4,0.2,0.5,0.3,2.6,3.8,0.0,0.6,0.8,15.42
1630556,Kessler Edwards,DAL,Forward,40,15.2,4.2,2.9,1.1,0.5,0.5,1.7,3.4,0.6,0.3,0.4,15.31
1630194,Paul Reed,DET,Forward,45,9.7,4.1,2.7,1.0,0.9,0.6,1.6,3.2,0.2,0.7,0.6,15.31
1642345,Oso Ighodaro,PHX,Forward,61,17.1,4.2,3.6,1.2,0.5,0.5,1.9,3.1,0.0,0.5,0.6,15.28
1630539,Kai Jones,DAL,Center-Forward,40,11.7,5.0,3.1,0.6,0.4,0.6,2.2,2.7,0.0,0.6,0.5,15.25
1631311,Lester Quinones,NOP,Guard,13,14.1,6.6,1.5,1.8,0.2,0.2,2.4,6.0,1.0,0.8,1.1,15.1
1630243,Trevelin Queen,ORL,Guard,31,13.9,4.9,1.7,1.2,1.0,0.3,1.8,4.7,0.7,0.6,0.7,14.96
1629234,Drew Eubanks,LAC,Forward-Center,61,12.2,4.6,3.7,0.9,0.2,0.6,1.9,3.2,0.0,0.8,0.7,14.91
1629003,Shake Milton,LAL,Guard,57,14.7,5.5,1.8,1.8,0.4,0.1,2.0,4.5,0.7,0.8,0.7,14.78
1631209,Isaiah Wong,CHA,Guard,20,13.3,6.0,1.6,1.4,0.6,0.0,2.1,5.3,0.7,1.3,0.9,14.69
1630322,Lindy Waters III,DET,Forward,52,15.0,4.9,2.1,1.0,0.5,0.2,1.8,4.8,1.2,0.2,0.4,14.49
1631342,Daeqwon Plowden,ATL,Guard-Forward,6,11.9,7.2,1.8,0.3,0.0,0.0,2.7,4.2,1.5,0.3,0.7,14.46
1629111,Jock Landale,HOU,Center,42,11.9,4.8,3.3,0.9,0.3,0.2,1.9,3.6,0.3,0.6,0.5,14.41
1631288,Jamal Cain,NOP,Forward,37,13.6,5.3,2.3,0.6,0.6,0.2,1.8,4.3,0.7,0.9,0.6,14.39
1628470,Torrey Craig,BOS,Forward,26,12.1,4.2,2.8,0.7,0.3,0.5,1.5,3.5,0.9,0.3,0.3,14.3
1641723,Kobe Bufkin,ATL,Guard,10,12.4,5.3,2.1,1.7,0.3,0.2,1.8,4.7,0.4,1.3,0.8,14.26
1630611,Gui Santos,GSW,Forward,56,13.6,4.1,3.1,1.4,0.4,0.2,1.5,3.2,0.6,0.5,0.8,14.01
1628988,Aaron Holiday,HOU,Guard,62,12.8,5.5,1.3,1.3,0.3,0.2,1.9,4.3,1.2,0.5,0.6,13.94
1631223,David Roddy,HOU,Forward,33,12.4,4.6,2.5,1.1,0.4,0.3,1.7,3.8,0.6,0.6,0.7,13.79
1628420,Monté Morris,PHX,Guard,45,12.7,5.2,1.5,1.6,0.4,0.1,1.8,4.3,0.7,0.8,0.5,13.74
1641798,Jaylen Martin,WAS,Guard,16,14.9,4.9,2.8,1.1,0.6,0.0,1.9,4.6,0.4,0.6,0.8,13.73
1642262,Cody Williams,UTA,Forward,50,21.2,4.6,2.3,1.2,0.5,0.3,1.7,5.1,0.7,0.6,0.9,13.58
1641727,Dariq Whitehead,BKN,Guard-Forward,20,12.3,5.7,1.5,0.6,0.3,0.1,2.0,4.8,1.7,0.2,0.8,13.49
1642263,Reed Sheppard,HOU,Guard,52,12.6,4.4,1.5,1.4,0.7,0.3,1.6,4.6,0.9,0.3,0.7,13.48
1641732,Colby Jones,WAS,Guard,39,13.2,4.0,2.2,1.1,0.7,0.3,1.5,3.3,0.4,0.6,0.6,13.48
1641763,Julian Phillips,CHI,Forward,79,14.2,4.6,2.1,0.5,0.5,0.3,1.6,3.6,0.6,0.8,0.3,13.33
1628396,Tony Bradley,IND,Center-Forward,14,8.1,4.4,3.0,0.4,0.1,0.6,2.1,3.2,0.1,0.1,0.4,13.3
1629618,Jalen Pickett,DEN,Guard,49,13.6,4.1,1.4,2.2,0.4,0.1,1.6,3.7,0.8,0.1,0.5,13.27
1641796,Pelle Larsson,MIA,Guard,55,14.2,4.6,1.7,1.2,0.6,0.1,1.6,3.7,0.6,0.7,0.4,13.21
1631111,Wendell Moore Jr.,CHA,Guard,36,13.9,4.2,2.6,1.2,0.6,0.1,1.6,3.5,0.4,0.5,0.8,13.21
201145,Jeff Green,HOU,Forward,32,12.4,5.4,1.8,0.6,0.2,0.1,1.9,3.8,0.9,0.7,0.3,13.09
1631230,Dominick Barlow,ATL,Forward,35,10.7,4.2,2.4,0.5,0.3,0.5,1.7,3.2,0.2,0.6,0.1,13.07
1626153,Delon Wright,NYK,Guard,40,15.9,3.1,1.7,1.9,0.9,0.3,1.1,3.3,0.5,0.4,0.6,13.04
1631200,Kris Murray,POR,Forward,69,15.1,4.2,2.6,1.0,0.5,0.2,1.7,4.0,0.4,0.4,0.6,13.01
1629723,John Konchar,MEM,Guard,46,12.1,2.4,3.3,0.9,0.7,0.3,0.9,2.0,0.5,0.2,0.3,12.95
1629013,Landry Shamet,NYK,Guard,50,15.2,5.7,1.2,0.5,0.5,0.0,2.1,4.6,1.2,0.2,0.4,12.93
1631207,Dalen Terry,CHI,Forward,73,13.5,4.5,1.7,1.3,0.6,0.2,1.6,3.7,0.5,0.7,0.7,12.91
1630201,Malachi Flynn,SAS,Guard,4,10.9,4.0,1.8,1.8,0.8,0.0,1.3,3.3,0.3,1.3,1.0,12.84
1626196,Josh Richardson,MIA,Guard,8,18.7,4.0,1.5,1.5,1.0,0.1,1.4,4.8,0.8,0.5,1.0,12.84
1631386,Taze Moore,POR,Guard,2,9.9,3.0,4.0,0.5,1.0,0.0,1.0,5.0,0.5,0.5,1.0,12.75
203967,Dario Šarić,DEN,Forward-Center,16,13.1,3.5,3.1,1.4,0.4,0.1,1.3,3.6,0.4,0.4,0.9,12.65
1628963,Marvin Bagley III,MEM,Forward,31,8.6,4.4,2.7,0.4,0.3,0.3,1.8,3.4,0.1,0.7,0.4,12.51
1641989,Elijah Harkless,UTA,Guard,10,13.8,3.2,2.1,0.8,1.0,0.1,1.1,3.5,0.7,0.3,0.3,12.5
1641740,Jaylen Clark,MIN,Guard,40,13.0,4.1,1.3,0.7,0.9,0.1,1.4,3.0,0.6,0.7,0.2,12.5
1629629,Cam Reddish,LAL,Forward-Guard,33,17.9,3.2,2.0,0.7,1.0,0.3,1.2,2.8,0.4,0.5,0.4,12.49
202704,Reggie Jackson,PHI,Guard,31,12.4,4.4,1.4,1.5,0.5,0.1,1.7,4.3,0.8,0.2,0.5,12.44
1628467,Maxi Kleber,LAL,Forward,34,18.7,3.0,2.8,1.3,0.3,0.5,1.1,2.8,0.4,0.5,0.7,12.34
1642269,Devin Carter,SAC,Guard,36,11.0,3.8,2.1,1.1,0.6,0.1,1.3,3.5,0.5,0.7,0.5,12.25
1642285,Cam Spencer,MEM,Guard,25,10.1,4.2,1.2,1.4,0.4,0.0,1.4,3.3,0.8,0.8,0.2,12.14
1631248,Baylor Scheierman,BOS,Guard,31,12.4,3.6,2.1,1.1,0.5,0.1,1.3,3.5,0.8,0.3,0.4,12.1
1642382,Branden Carlson,OKC,Center,32,7.7,3.8,1.7,0.4,0.2,0.7,1.3,3.0,0.7,0.4,0.2,12.08
1641871,Duop Reath,POR,Center,46,10.2,4.2,2.0,0.6,0.3,0.3,1.5,3.6,0.7,0.4,0.3,12.03
1641765,Olivier-Maxence Prosper,DAL,Forward,52,11.2,3.9,2.4,0.8,0.5,0.1,1.3,3.3,0.2,0.9,0.3,11.99
1631172,Ousmane Dieng,OKC,Forward,37,10.9,3.8,2.2,0.8,0.5,0.2,1.5,3.4,0.6,0.3,0.5,11.97
1641748,Andre Jackson Jr.,MIL,Guard,67,14.6,3.4,2.7,1.2,0.5,0.2,1.4,2.9,0.4,0.2,0.9,11.82
1630283,Kylor Kelley,LAL,Center,11,11.5,3.1,3.5,0.5,0.1,0.3,1.3,2.0,0.0,0.5,0.4,11.78
1628981,Bruno Fernando,TOR,Forward-Center,17,8.6,3.4,3.0,1.1,0.2,0.5,1.5,2.9,0.0,0.4,0.8,11.77
1641721,Maxwell Lewis,BKN,Forward,28,11.7,4.1,2.0,0.7,0.3,0.3,1.6,3.9,0.7,0.3,0.5,11.72
1630550,JT Thor,WAS,Forward,20,12.5,3.6,2.4,0.3,0.4,0.5,1.3,3.0,0.3,0.8,0.5,11.7
1641936,Miles Norris,BOS,Forward,3,11.6,2.3,3.0,0.0,0.7,0.3,0.7,3.0,0.7,0.3,0.0,11.6
1630256,Jae'Sean Tate,HOU,Forward,52,11.3,3.6,2.3,0.9,0.5,0.1,1.3,2.8,0.3,0.6,0.4,11.54
1628975,Jevon Carter,CHI,Guard,36,8.9,4.3,1.1,1.1,0.4,0.1,1.5,4.1,1.0,0.2,0.3,11.53
202709,Cory Joseph,ORL,Guard,50,12.2,3.5,1.5,1.4,0.5,0.1,1.2,3.1,0.8,0.3,0.4,11.53
1630205,Lamar Stevens,MEM,Forward,17,9.1,4.4,2.2,0.5,0.3,0.2,1.7,3.7,0.5,0.5,0.6,11.51
1642050,Jackson Rowe,GSW,Forward,6,8.6,3.7,1.8,0.7,0.7,0.0,1.3,2.8,0.5,0.5,0.2,11.49
1631216,Caleb Houstan,ORL,Guard,58,13.6,4.1,1.3,0.6,0.4,0.1,1.4,3.3,1.1,0.3,0.2,11.39
1631104,Blake Wesley,SAS,Guard,58,11.8,3.7,1.1,2.0,0.6,0.1,1.4,3.2,0.3,0.7,0.9,11.16
1631123,Jamaree Bouyea,MIL,Guard,5,12.3,3.4,1.0,2.0,0.8,0.4,1.2,2.4,0.2,0.8,1.6,11.02
1630192,Zeke Nnaji,DEN,Forward-Center,57,10.7,3.2,1.6,0.4,0.4,0.7,1.2,2.5,0.3,0.5,0.2,11.0
200782,P.J. Tucker,NYK,Forward,3,19.3,3.0,2.7,0.0,0.3,0.3,1.0,2.3,1.0,0.0,0.3,10.94
201959,Taj Gibson,CHA,Forward,37,11.1,2.9,3.2,0.6,0.2,0.5,1.3,2.6,0.0,0.3,0.7,10.93
1630545,Terrence Shannon Jr.,MIN,Guard-Forward,32,10.6,4.3,1.5,1.0,0.2,0.2,1.7,3.6,0.3,0.5,0.5,10.81
1642265,Rob Dillingham,MIN,Guard,49,10.5,4.5,1.0,2.0,0.4,0.0,1.9,4.3,0.5,0.2,1.1,10.79
1630164,James Wiseman,IND,Center,1,4.6,6.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,10.7
1641757,Jordan Miller,LAC,Guard,37,11.4,4.1,1.6,0.9,0.5,0.1,1.6,3.6,0.2,0.8,0.7,10.68
1641854,Craig Porter Jr.,CLE,Guard,51,10.1,3.7,1.3,1.4,0.3,0.3,1.4,2.7,0.4,0.5,0.7,10.66
1631103,Malaki Branham,SAS,Forward,47,9.1,5.0,1.1,0.8,0.2,0.0,1.9,4.0,0.7,0.6,0.7,10.5
1641724,Jett Howard,ORL,Guard,60,11.7,4.5,1.2,0.7,0.2,0.2,1.6,4.4,0.9,0.3,0.6,10.47
202693,Markieff Morris,LAL,Forward,15,11.0,3.7,1.5,1.4,0.1,0.2,1.4,4.7,0.6,0.3,0.3,10.46
1642281,Jaylon Tyson,CLE,Guard-Forward,47,9.6,3.6,2.0,0.9,0.3,0.1,1.4,3.2,0.4,0.4,0.6,10.37
1641736,Reece Beekman,BKN,Guard,36,13.0,2.6,1.1,1.8,0.9,0.1,1.0,3.0,0.2,0.4,0.6,10.25
1631214,Alondes Williams,LAC,Guard,1,3.7,5.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,10.1
1630579,Jericho Sims,MIL,Center,53,11.9,1.8,3.7,0.6,0.2,0.4,0.8,1.3,0.0,0.2,0.6,9.89
203914,Gary Harris,ORL,Guard,48,14.8,3.0,1.3,0.6,0.5,0.3,1.1,2.8,0.8,0.1,0.4,9.89
201988,Patty Mills,LAC,Guard,29,11.1,3.8,0.8,0.9,0.4,0.1,1.2,3.3,0.9,0.4,0.6,9.69
1642484,RayJ Dennis,IND,Guard,11,6.4,2.7,1.1,1.3,0.6,0.2,1.0,3.0,0.5,0.2,0.5,9.55
203939,Dwight Powell,DAL,Forward-Center,55,10.0,2.1,2.1,1.0,0.3,0.4,0.8,1.1,0.0,0.5,0.3,9.48
1641879,Yuri Collins,GSW,Guard,2,8.2,1.0,1.5,2.0,1.0,0.0,0.5,1.5,0.0,0.0,0.0,9.45
1631250,Pete Nance,MIL,Forward,13,10.6,2.9,1.6,0.8,0.2,0.2,1.1,2.5,0.7,0.1,0.3,9.35
1641794,Dillon Jones,OKC,Forward,54,10.2,2.5,2.2,1.1,0.3,0.1,0.9,2.5,0.3,0.3,0.5,9.34
1641998,Trey Jemison III,LAL,Center,38,10.3,2.5,2.8,0.4,0.2,0.4,1.1,1.9,0.0,0.3,0.6,9.22
1631132,Christian Koloko,LAL,Center,37,9.2,2.4,2.5,0.4,0.2,0.4,1.1,1.8,0.0,0.3,0.3,9.14
1641734,Emoni Bates,CLE,Forward,10,7.5,3.7,0.7,0.8,0.1,0.1,1.3,3.8,1.1,0.0,0.2,8.99
203109,Jae Crowder,SAC,Forward,9,11.4,2.6,2.2,0.7,0.3,0.0,0.8,2.4,0.4,0.6,0.4,8.97
202684,Tristan Thompson,CLE,Center-Forward,40,8.2,1.7,3.4,0.6,0.1,0.3,0.8,1.8,0.0,0.2,0.4,8.94
1630531,Jaden Springer,UTA,Guard,43,8.5,2.5,1.3,0.8,0.6,0.1,0.8,2.1,0.3,0.6,0.4,8.73
1642352,Keshad Johnson,MIA,Forward,16,6.1,2.7,1.8,0.3,0.3,0.3,1.1,1.6,0.2,0.3,0.3,8.68
1630568,Luka Garza,MIN,Center,39,5.6,3.5,1.4,0.3,0.2,0.1,1.3,2.7,0.3,0.6,0.3,8.46
1642403,Isaac Jones,SAC,Forward,40,7.6,3.4,1.4,0.3,0.1,0.3,1.4,2.1,0.1,0.6,0.4,8.33
